,event_country,report_country,art_num
0,CZE,PRI,0.6931471805599453
1,CZE,CZE,0.6931471805599453
2,SLV,SLV,5.971261839790462
3,SLV,ARG,3.258096538021482
4,SLV,ITA,1.0986122886681098
5,SLV,DOM,3.3322045101752034
6,SLV,CRI,2.772588722239781
7,SLV,NIC,3.13549421592915
8,SLV,MEX,4.624972813284272
9,SLV,HND,3.2188758248682006
10,SLV,GTM,3.091042453358315
11,SLV,CUB,1.9459101490553132
12,SLV,PRI,1.9459101490553132
13,SLV,ECU,1.3862943611198906
14,SLV,ESP,3.367295829986474
15,SLV,VEN,3.13549421592915
16,SLV,CHL,1.3862943611198906
17,SLV,RUS,1.9459101490553132
18,SLV,USA,2.0794415416798357
19,SLV,PAN,2.397895272798371
20,SLV, VE,0.6931471805599453
21,SLV,URY,1.3862943611198906
22,SLV,VAT,0.6931471805599453
23,SLV,BOL,1.0986122886681098
24,SLV,PER,0.6931471805599453
25,IDN,DOM,0.6931471805599453
26,IDN,CHL,0.6931471805599453
27,IDN,MEX,1.8115214033609852
28,IDN,VNM,0.6931471805599453
29,IDN,HND,0.6931471805599453
30,IDN,USA,0.6931471805599453
31,IDN,NIC,0.6931471805599453
32,IDN,PAN,0.6931471805599453
33,IDN,ARG,0.6931471805599453
34,IDN,ITA,0.6931471805599453
35,IDN,PER,0.6931471805599453
36,IDN,BOL,0.6931471805599453
37,IDN,ESP,1.4112227392070023
38,IDN,VEN,0.6931471805599453
39,IDN,RUS,0.6931471805599453
40,IDN,COL,0.6931471805599453
41,IDN,GTM,0.6931471805599453
42,BRA,ESP,2.3668192242423056
43,BRA,PAN,1.3862943611198906
44,BRA,MEX,2.878594860747193
45,BRA,CUB,1.2872733353256127
46,BRA,BOL,1.3143738430069454
47,BRA,CHL,1.0986122886681098
48,BRA,ARG,2.43197544246378
49,BRA,VEN,2.1483938649387158
50,BRA,PRI,1.017519267046477
51,BRA,ECU,1.944981510384998
52,BRA,URY,1.6938886616609259
53,BRA,CRI,0.6931471805599453
54,BRA,NIC,0.8553332238032111
55,BRA,DOM,1.9231927761893333
56,BRA, VE,0.6931471805599453
57,BRA,PER,0.6931471805599453
58,BRA,HND,0.6931471805599453
59,BRA,ITA,0.6931471805599453
60,BRA,COL,0.6931471805599453
61,BRA,PRY,0.6931471805599453
62,BRA,RUS,0.6931471805599453
63,BRA,VAT,0.6931471805599453
64,TUR,VEN,2.892097503820452
65,TUR,MEX,4.303942492932489
66,TUR,ARG,3.486168387108324
67,TUR,RUS,1.7340856839585124
68,TUR,SLV,1.5138049618708675
69,TUR,COL,2.181348108776661
70,TUR,DOM,2.839727039013881
71,TUR,NIC,1.0986122886681098
72,TUR,ESP,4.2341257674524515
73,TUR,HND,1.4261797660592692
74,TUR,BOL,1.759371553076839
75,TUR,CRI,1.6397100536874933
76,TUR,GTM,1.4391627045121034
77,TUR,CUB,1.6086574211167033
78,TUR,PRI,1.8614794854550079
79,TUR,URY,0.963457252632055
80,TUR,PER,1.4391627045121034
81,TUR,ITA,1.0986122886681098
82,TUR,CHL,2.70805020110221
83,TUR, ES,1.3862943611198906
84,TUR,ECU,1.3862943611198906
85,TUR,PAN,1.3862943611198906
86,TUR,PRY,1.0986122886681098
87,SWE,DOM,0.6931471805599453
88,SWE,PRI,0.6931471805599453
89,SWE,ARG,0.6931471805599453
90,SWE,MEX,0.6931471805599453
91,RUS,HND,0.6931471805599453
92,RUS,VEN,1.791759469228055
93,RUS,PAN,0.6931471805599453
94,RUS,MEX,2.302585092994046
95,RUS,NIC,0.6931471805599453
96,RUS,CHL,1.0986122886681098
97,RUS,ARG,2.0794415416798357
98,RUS,URY,0.6931471805599453
99,RUS,COL,0.6931471805599453
100,RUS,ECU,0.6931471805599453
101,RUS,GTM,0.6931471805599453
102,RUS,PER,0.6931471805599453
103,RUS,CRI,0.6931471805599453
104,COD,ESP,0.6931471805599453
105,COD,MEX,1.6094379124341003
106,COD,NIC,0.6931471805599453
107,SLB,VEN,1.2130075659799042
108,SLB,DOM,0.6931471805599453
109,SLB,ARG,0.6931471805599453
110,SLB,ESP,0.6931471805599453
111,GBR,ESP,3.9512437185814275
112,GBR,CRI,1.3862943611198906
113,GBR,MEX,3.8501476017100593
114,GBR,PER,0.6931471805599453
115,GBR,CUB,0.6931471805599453
116,GBR,VEN,2.1972245773362196
117,GBR,ARG,2.772588722239781
118,GBR,COL,1.6094379124341003
119,GBR,ECU,1.0986122886681098
120,GBR,URY,1.0986122886681098
121,GBR,HND,1.3862943611198906
122,GBR,DOM,2.1972245773362196
123,GBR,CHL,0.6931471805599453
124,GBR,PAN,1.0986122886681098
125,GBR,SLV,0.6931471805599453
126,GBR,NIC,1.0986122886681098
127,GBR,ITA,1.0986122886681098
128,GBR, ES,0.6931471805599453
129,GBR,USA,1.0986122886681098
130,GBR,PRI,0.6931471805599453
131,HRV,VEN,2.9444389791664403
132,HRV,ESP,3.610917912644224
133,HRV,MEX,3.465735902799725
134,HRV,ARG,2.5649493574615367
135,HRV,COL,1.9459101490553132
136,HRV,BOL,1.0986122886681098
137,HRV,CHL,0.6931471805599453
138,HRV,SLV,1.3862943611198906
139,HRV,URY,0.6931471805599453
140,HRV,PER,1.3862943611198906
141,HRV,USA,1.0986122886681098
142,HRV,NIC,0.6931471805599453
143,HRV,GTM,1.0986122886681098
144,HRV,HND,1.0986122886681098
145,HRV,CUB,0.6931471805599453
146,HRV,DOM,1.791759469228055
147,HRV,ECU,0.6931471805599453
148,HRV,PRI,1.3862943611198906
149,HRV,VAT,1.3862943611198906
