,event_country,report_country,art_num
0,COD,DEU,0.963457252632055
1,COD,USA,2.264362780395152
2,COD,PHL,0.873353895274685
3,COD,CAN,1.4495899067334548
4,COD,TUR,0.9559082494595966
5,COD,PAK,1.1474469093280257
6,COD,THA,0.6931471805599453
7,COD,QAT,0.6931471805599453
8,COD,NGA,2.0272802489509454
9,COD,GBR,1.6359542979908324
10,COD,MEX,1.3715851864940758
11,COD,SGP,1.1639810185605637
12,COD,MYS,0.8958797346140275
13,COD,ZAF,2.1988249119624235
14,COD,KEN,0.6931471805599453
15,COD,UGA,1.2737591715655103
16,COD,IND,1.1272111079960583
17,COD,BGD,1.0142995981039635
18,COD,JPN,0.6931471805599453
19,COD,ISR,1.3380266575781539
20,COD,FRA,0.6931471805599453
21,COD,SLE,1.017519267046477
22,COD,AUS,0.7945134575869863
23,COD,AGO,0.6931471805599453
24,COD,ZWE,1.2130075659799042
25,COD,ZMB,0.6931471805599453
26,COD,GHA,0.8553332238032111
27,COD,RWA,0.6931471805599453
28,COD,VAT,0.6931471805599453
29,COD,GRC,0.6931471805599453
30,COD,NPL,0.6931471805599453
31,COD,MWI,0.6931471805599453
32,COD,LBN,0.6931471805599453
33,COD,AZE,1.3862943611198906
34,COD,IRN,0.6931471805599453
35,COD,IDN,0.6931471805599453
36,COD,RUS,0.6931471805599453
37,COD,SOM,0.6931471805599453
38,COD,LBR,0.6931471805599453
39,COD,SAU,0.6931471805599453
40,ISR,ISR,3.72412005945532
41,ISR,UKR,0.6931471805599453
42,ISR,CAN,1.6089696176436619
43,ISR,TWN,0.6931471805599453
44,ISR,USA,2.0756968269507854
45,ISR,DEU,0.6931471805599453
46,ISR,RUS,0.6931471805599453
47,ISR,AUS,0.8958797346140276
48,ISR,PAK,1.1090354888959124
49,ISR,EGY,0.6931471805599453
50,ISR,IND,0.8958797346140275
51,ISR,NGA,0.6931471805599453
52,ISR,LBN,1.1748758068759728
53,ISR,JOR,0.963457252632055
54,ISR,MEX,1.0986122886681098
55,ISR,GBR,1.2130075659799042
56,ISR,KOR,0.6931471805599453
57,ISR,SGP,0.6931471805599453
58,ISR,ZAF,2.0794415416798357
59,ISR,PSE,1.759371553076839
60,ISR,SAU,0.9634572526320548
61,ISR,IRN,0.963457252632055
62,ISR,TUR,0.6931471805599453
63,ISR,MAC,0.6931471805599453
64,ISR,KEN,0.6931471805599453
65,ISR,ARE,0.963457252632055
66,ISR,IRL,0.6931471805599453
67,ISR,MLT,0.6931471805599453
68,ISR,MYS,1.0986122886681098
69,AFG,AFG,4.169445158436499
70,AFG,USA,3.8262377077766327
71,AFG,GBR,2.868106394813722
72,AFG,MEX,1.7160690188060508
73,AFG,ARE,1.2249378473352854
74,AFG,ISR,1.4545427180047552
75,AFG,MYS,2.0086664357412567
76,AFG,SGP,2.2855009788430585
77,AFG,ZAF,3.0364454703421164
78,AFG,PHL,1.8725543061167433
79,AFG,FRA,0.924841528050325
80,AFG,IND,3.91725578331454
81,AFG,CAN,2.604385985670485
82,AFG,PAK,3.3449460358420104
83,AFG,LBN,1.8835520254555749
84,AFG,NGA,2.622386283157784
85,AFG,KGZ,2.1059855041774775
86,AFG,AUS,2.2055799852943845
87,AFG,KAZ,2.177067556385445
88,AFG,TKM,2.1818321262704137
89,AFG,AZE,2.0791319158482726
90,AFG,TJK,2.053084193945071
91,AFG,TWN,1.1534936257451398
92,AFG,KEN,1.1652864044609137
93,AFG,BGD,1.8362482680073953
94,AFG,MWI,0.6931471805599453
95,AFG,NLD,0.6931471805599453
96,AFG,RUS,1.4204711384581608
97,AFG,TUR,1.1354148055320699
98,AFG,EGY,0.946562873127548
99,AFG,IRN,1.7064949434762844
100,AFG,GHA,0.9108708260959741
101,AFG,ARM,1.1309130853605114
102,AFG,UZB,0.6931471805599453
103,AFG,NZL,2.6284901122977464
104,AFG,ZWE,0.6931471805599453
105,AFG,IDN,0.9154834696288809
106,AFG,CYP,0.899602306123957
107,AFG,DEU,0.9751616924554967
108,AFG,QAT,0.8958797346140276
109,AFG,MAC,0.8283022165960001
110,AFG,JOR,0.8405890380538232
111,AFG,SLE,0.6931471805599453
112,AFG,SAU,1.2188069728660835
113,AFG,HKG,0.6931471805599453
114,AFG,JAM,0.6931471805599453
115,AFG,NPL,1.1033501069534746
116,AFG,LBR,0.6931471805599453
117,AFG,CHN,0.7945134575869863
118,AFG,KOR,0.6931471805599453
119,AFG,THA,0.9634572526320546
120,AFG,VNM,0.6931471805599453
121,AFG,LAO,0.6931471805599453
122,AFG,PRI,0.6931471805599453
123,AFG,IRL,1.2578429761811927
124,AFG,BGR,0.6931471805599453
125,AFG,SSD,0.6931471805599453
126,AFG,JPN,1.221537320025914
127,AFG,KHM,0.6931471805599453
128,AFG,TON,0.6931471805599453
129,AFG,NRU,0.6931471805599453
130,AFG,FJI,0.8958797346140275
131,AFG,SUR,0.6931471805599453
132,AFG,ARG,1.0986122886681098
133,AFG,BRA,0.6931471805599453
134,AFG,LCA,1.0986122886681098
135,AFG,BHR,0.7785082559511377
136,AFG,MLT,0.8958797346140276
137,AFG,RWA,0.6931471805599453
138,AFG,ATA,0.6931471805599453
139,AFG,KWT,0.8283022165960001
140,AFG,HTI,0.6931471805599453
141,AFG,OMN,0.924841528050325
142,AFG,MMR,0.6931471805599453
143,AFG,UGA,0.6931471805599453
144,AFG,ESP,0.6931471805599453
145,AFG,SYR,0.6931471805599453
146,AFG,NOR,0.6931471805599453
147,AFG,CUB,0.6931471805599453
148,AUS,AUS,4.677468017394794
149,AUS,ISR,0.6931471805599453
150,AUS,USA,1.481146138004555
151,AUS,NGA,1.5345364011177658
152,AUS,NZL,3.0998787237134495
153,AUS,GBR,2.375713129685988
154,AUS,MAC,0.6931471805599453
155,AUS,IND,1.6086574211167033
156,AUS,IRL,2.5649493574615367
157,AUS,CHN,0.963457252632055
158,AUS,ARE,0.6931471805599453
159,AUS,PHL,1.2130075659799042
160,AUS,MYS,1.2130075659799042
161,AUS,TWN,1.0986122886681098
162,AUS,SUR,0.6931471805599453
163,AUS,BGD,0.6931471805599453
164,AUS,JOR,0.6931471805599453
165,AUS,CAN,0.6931471805599453
166,AUS,UGA,0.6931471805599453
167,AUS,PAK,0.6931471805599453
168,ETH,USA,1.3325890582332236
169,ETH,ETH,1.0986122886681098
170,ETH,TWN,0.9634572526320548
171,ETH,DEU,0.6931471805599453
172,ETH,GBR,1.2130075659799042
173,ETH,SOM,1.0986122886681098
174,ETH,MEX,0.6931471805599453
175,ETH,NGA,1.4261797660592692
176,ETH,MWI,0.6931471805599453
177,ETH,UGA,1.0986122886681098
178,ETH,ZAF,2.1972245773362196
179,ETH,TUR,0.6931471805599453
180,ETH,IND,0.6931471805599453
181,ETH,SGP,0.6931471805599453
182,ETH,KEN,0.6931471805599453
183,ETH,MYS,0.6931471805599453
